subject,run_index,trial_index_in_run,label_id,label_name,artifact,start_sample,end_sample,sampling_rate
A04T,2,29,4,tongue,0,58735,59735,250
A04T,2,30,2,right_hand,0,60806,61806,250
A04T,2,31,3,feet,0,62913,63913,250
A04T,2,32,2,right_hand,0,65005,66005,250
A04T,2,33,4,tongue,0,67096,68096,250
A04T,2,34,4,tongue,0,69139,70139,250
A04T,2,35,4,tongue,0,71203,72203,250
A04T,2,36,1,left_hand,0,73223,74223,250
A04T,2,37,3,feet,0,75195,76195,250
A04T,2,38,2,right_hand,0,77158,78158,250
A04T,2,39,3,feet,0,79083,80083,250
A04T,2,41,4,tongue,0,83142,84142,250
A04T,2,42,3,feet,0,85132,86132,250
A04T,2,43,4,tongue,0,87251,88251,250
A04T,2,44,4,tongue,0,89157,90157,250
A04T,2,45,3,feet,0,91085,92085,250
A04T,2,46,1,left_hand,0,93199,94199,250
A04T,2,47,3,feet,0,95258,96258,250
A04T,3,0,1,left_hand,0,751,1751,250
A04T,3,1,2,right_hand,0,2754,3754,250
A04T,3,2,2,right_hand,0,4672,5672,250
A04T,3,3,1,left_hand,0,6624,7624,250
A04T,3,4,2,right_hand,0,8632,9632,250
A04T,3,5,1,left_hand,0,10743,11743,250
A04T,3,6,2,right_hand,0,12660,13660,250
A04T,3,7,3,feet,0,14710,15710,250
A04T,3,8,2,right_hand,0,16641,17641,250
A04T,3,9,4,tongue,0,18639,19639,250
A04T,3,10,1,left_hand,0,20545,21545,250
A04T,3,11,3,feet,0,22440,23440,250
A04T,3,12,2,right_hand,0,24412,25412,250
A04T,3,13,1,left_hand,0,26356,27356,250
A04T,3,14,4,tongue,0,28323,29323,250
A04T,3,15,4,tongue,0,30443,31443,250
A04T,3,16,4,tongue,0,32451,33451,250
A04T,3,17,4,tongue,0,34517,35517,250
A04T,3,18,4,tongue,0,36553,37553,250
A04T,3,19,1,left_hand,0,38619,39619,250
A04T,3,20,3,feet,0,40689,41689,250
A04T,3,21,2,right_hand,0,42769,43769,250
A04T,3,22,1,left_hand,0,44681,45681,250
A04T,3,23,1,left_hand,0,46712,47712,250
A04T,3,24,3,feet,0,48665,49665,250
A04T,3,25,4,tongue,0,50626,51626,250
A04T,3,26,1,left_hand,0,52730,53730,250
A04T,3,27,3,feet,0,54734,55734,250
A04T,3,28,3,feet,0,56709,57709,250
A04T,3,29,3,feet,0,58735,59735,250
A04T,3,30,1,left_hand,0,60806,61806,250
A04T,3,31,2,right_hand,0,62913,63913,250
A04T,3,32,1,left_hand,0,65005,66005,250
A04T,3,33,2,right_hand,0,67096,68096,250
A04T,3,34,2,right_hand,0,69139,70139,250
A04T,3,36,2,right_hand,0,73223,74223,250
A04T,3,37,3,feet,0,75195,76195,250
A04T,3,38,2,right_hand,0,77158,78158,250
A04T,3,39,3,feet,0,79083,80083,250
A04T,3,41,4,tongue,0,83142,84142,250
A04T,3,42,3,feet,0,85132,86132,250
A04T,3,43,3,feet,0,87251,88251,250
A04T,3,44,4,tongue,0,89157,90157,250
A04T,3,45,4,tongue,0,91085,92085,250
A04T,3,46,4,tongue,0,93199,94199,250
A04T,3,47,4,tongue,0,95258,96258,250
A04T,4,3,1,left_hand,0,6624,7624,250
A04T,4,4,1,left_hand,0,8632,9632,250
A04T,4,5,2,right_hand,0,10743,11743,250
A04T,4,6,3,feet,0,12660,13660,250
A04T,4,7,4,tongue,0,14710,15710,250
A04T,4,8,2,right_hand,0,16641,17641,250
A04T,4,9,3,feet,0,18639,19639,250
A04T,4,10,1,left_hand,0,20545,21545,250
A04T,4,13,4,tongue,0,26356,27356,250
A04T,4,14,2,right_hand,0,28323,29323,250
A04T,4,15,2,right_hand,0,30443,31443,250
A04T,4,16,1,left_hand,0,32451,33451,250
A04T,4,17,1,left_hand,0,34517,35517,250
A04T,4,18,3,feet,0,36553,37553,250
A04T,4,19,1,left_hand,0,38619,39619,250
A04T,4,20,2,right_hand,0,40689,41689,250
A04T,4,21,4,tongue,0,42769,43769,250
A04T,4,22,4,tongue,0,44681,45681,250
A04T,4,23,3,feet,0,46712,47712,250
A04T,4,24,1,left_hand,0,48665,49665,250
A04T,4,25,4,tongue,0,50626,51626,250
A04T,4,26,4,tongue,0,52730,53730,250
A04T,4,27,2,right_hand,0,54734,55734,250
A04T,4,28,4,tongue,0,56709,57709,250
A04T,4,29,4,tongue,0,58735,59735,250
A04T,4,30,2,right_hand,0,60806,61806,250
A04T,4,31,1,left_hand,0,62913,63913,250
A04T,4,32,2,right_hand,0,65005,66005,250
A04T,4,33,3,feet,0,67096,68096,250
A04T,4,34,3,feet,0,69139,70139,250
A04T,4,36,4,tongue,0,73223,74223,250
A04T,4,37,3,feet,0,75195,76195,250
A04T,4,38,1,left_hand,0,77158,78158,250
A04T,4,39,4,tongue,0,79083,80083,250
A04T,4,40,2,right_hand,0,81164,82164,250
A04T,4,41,3,feet,0,83142,84142,250
A04T,4,42,2,right_hand,0,85132,86132,250
A04T,4,43,3,feet,0,87251,88251,250
A04T,4,44,4,tongue,0,89157,90157,250
A04T,4,45,2,right_hand,0,91085,92085,250
A04T,4,46,3,feet,0,93199,94199,250
A04T,4,47,1,left_hand,0,95258,96258,250
A04T,5,1,1,left_hand,0,2754,3754,250
A04T,5,2,4,tongue,0,4672,5672,250
A04T,5,3,2,right_hand,0,6624,7624,250
A04T,5,4,1,left_hand,0,8632,9632,250
A04T,5,6,1,left_hand,0,12660,13660,250
A04T,5,7,3,feet,0,14710,15710,250
A04T,5,8,2,right_hand,0,16641,17641,250
A04T,5,9,4,tongue,0,18639,19639,250
A04T,5,11,3,feet,0,22440,23440,250
A04T,5,12,3,feet,0,24412,25412,250
A04T,5,13,1,left_hand,0,26356,27356,250
A04T,5,15,2,right_hand,0,30443,31443,250
A04T,5,17,4,tongue,0,34517,35517,250
A04T,5,19,3,feet,0,38619,39619,250
A04T,5,20,1,left_hand,0,40689,41689,250
A04T,5,22,2,right_hand,0,44681,45681,250
A04T,5,23,4,tongue,0,46712,47712,250
A04T,5,26,3,feet,0,52730,53730,250
A04T,5,27,2,right_hand,0,54734,55734,250
A04T,5,28,1,left_hand,0,56709,57709,250
A04T,5,29,3,feet,0,58735,59735,250
A04T,5,30,3,feet,0,60806,61806,250
A04T,5,31,1,left_hand,0,62913,63913,250
A04T,5,32,3,feet,0,65005,66005,250
A04T,5,33,4,tongue,0,67096,68096,250
A04T,5,34,4,tongue,0,69139,70139,250
A04T,5,35,2,right_hand,0,71203,72203,250
A04T,5,36,1,left_hand,0,73223,74223,250
A04T,5,37,2,right_hand,0,75195,76195,250
A04T,5,38,4,tongue,0,77158,78158,250
A04T,5,39,2,right_hand,0,79083,80083,250
A04T,5,40,4,tongue,0,81164,82164,250
A04T,5,41,3,feet,0,83142,84142,250
A04T,5,42,2,right_hand,0,85132,86132,250
A04T,5,43,2,right_hand,0,87251,88251,250
A04T,5,44,2,right_hand,0,89157,90157,250
A04T,5,45,3,feet,0,91085,92085,250
A04T,5,46,4,tongue,0,93199,94199,250
A04T,5,47,1,left_hand,0,95258,96258,250
A04T,6,0,2,right_hand,0,751,1751,250
A04T,6,1,4,tongue,0,2754,3754,250
A04T,6,2,1,left_hand,0,4672,5672,250
A04T,6,3,3,feet,0,6624,7624,250
A04T,6,4,3,feet,0,8632,9632,250
A04T,6,6,1,left_hand,0,12660,13660,250
A04T,6,7,1,left_hand,0,14710,15710,250
A04T,6,8,3,feet,0,16641,17641,250
A04T,6,10,4,tongue,0,20545,21545,250
A04T,6,11,4,tongue,0,22440,23440,250
A04T,6,12,4,tongue,0,24412,25412,250
A04T,6,13,2,right_hand,0,26356,27356,250
A04T,6,15,3,feet,0,30443,31443,250
A04T,6,16,2,right_hand,0,32451,33451,250
A04T,6,17,4,tongue,0,34517,35517,250
A04T,6,18,1,left_hand,0,36553,37553,250
A04T,6,19,4,tongue,0,38619,39619,250
A04T,6,20,3,feet,0,40689,41689,250
A04T,6,21,2,right_hand,0,42769,43769,250
A04T,6,23,4,tongue,0,46712,47712,250
A04T,6,24,1,left_hand,0,48665,49665,250
A04T,6,25,2,right_hand,0,50626,51626,250
A04T,6,27,3,feet,0,54734,55734,250
A04T,6,28,4,tongue,0,56709,57709,250
A04T,6,29,2,right_hand,0,58735,59735,250
A04T,6,30,1,left_hand,0,60806,61806,250
A04T,6,31,1,left_hand,0,62913,63913,250
A04T,6,32,4,tongue,0,65005,66005,250
A04T,6,33,2,right_hand,0,67096,68096,250
A04T,6,34,1,left_hand,0,69139,70139,250
A04T,6,35,3,feet,0,71203,72203,250
A04T,6,36,2,right_hand,0,73223,74223,250
A04T,6,37,2,right_hand,0,75195,76195,250
A04T,6,38,3,feet,0,77158,78158,250
A04T,6,39,1,left_hand,0,79083,80083,250
A04T,6,40,4,tongue,0,81164,82164,250
A04T,6,41,3,feet,0,83142,84142,250
A04T,6,42,3,feet,0,85132,86132,250
A04T,6,43,3,feet,0,87251,88251,250
A04T,6,44,3,feet,0,89157,90157,250
A04T,6,45,1,left_hand,0,91085,92085,250
A04T,6,46,2,right_hand,0,93199,94199,250
A04T,6,47,1,left_hand,0,95258,96258,250
