subject,run_index,trial_index_in_run,label_id,label_name,artifact,start_sample,end_sample,sampling_rate
A07T,8,0,3,feet,0,751,1751,250
A07T,8,1,1,left_hand,0,2754,3754,250
A07T,8,2,4,tongue,0,4672,5672,250
A07T,8,3,2,right_hand,0,6624,7624,250
A07T,8,4,4,tongue,0,8632,9632,250
A07T,8,5,1,left_hand,0,10743,11743,250
A07T,8,6,1,left_hand,0,12660,13660,250
A07T,8,7,3,feet,0,14710,15710,250
A07T,8,8,3,feet,0,16641,17641,250
A07T,8,9,2,right_hand,0,18639,19639,250
A07T,8,10,4,tongue,0,20545,21545,250
A07T,8,11,2,right_hand,0,22440,23440,250
A07T,8,12,2,right_hand,0,24412,25412,250
A07T,8,13,1,left_hand,0,26356,27356,250
A07T,8,14,2,right_hand,0,28323,29323,250
A07T,8,15,4,tongue,0,30443,31443,250
A07T,8,16,4,tongue,0,32451,33451,250
A07T,8,17,2,right_hand,0,34517,35517,250
A07T,8,18,2,right_hand,0,36553,37553,250
A07T,8,19,2,right_hand,0,38619,39619,250
A07T,8,20,2,right_hand,0,40689,41689,250
A07T,8,21,4,tongue,0,42769,43769,250
A07T,8,22,4,tongue,0,44681,45681,250
A07T,8,23,3,feet,0,46712,47712,250
A07T,8,24,4,tongue,0,48665,49665,250
A07T,8,25,1,left_hand,0,50626,51626,250
A07T,8,26,2,right_hand,0,52730,53730,250
A07T,8,27,3,feet,0,54734,55734,250
A07T,8,28,2,right_hand,0,56709,57709,250
A07T,8,29,1,left_hand,0,58735,59735,250
A07T,8,30,4,tongue,0,60806,61806,250
A07T,8,31,1,left_hand,0,62913,63913,250
A07T,8,32,4,tongue,0,65005,66005,250
A07T,8,33,1,left_hand,0,67096,68096,250
A07T,8,34,1,left_hand,0,69139,70139,250
A07T,8,35,1,left_hand,0,71203,72203,250
A07T,8,36,1,left_hand,0,73223,74223,250
A07T,8,37,3,feet,0,75195,76195,250
A07T,8,38,3,feet,0,77158,78158,250
A07T,8,39,4,tongue,0,79083,80083,250
A07T,8,40,2,right_hand,0,81164,82164,250
A07T,8,41,3,feet,0,83142,84142,250
A07T,8,42,3,feet,0,85132,86132,250
A07T,8,43,3,feet,0,87251,88251,250
A07T,8,44,4,tongue,0,89157,90157,250
A07T,8,45,3,feet,0,91085,92085,250
A07T,8,46,1,left_hand,0,93199,94199,250
A07T,8,47,3,feet,0,95258,96258,250
